List,SubList,ListLength,ID,RootIdentifier,word,disambiguation,wordPlusDisamb,subjCode,rating
C,12,26,841,157,prickly,,prickly,BL393,2
C,12,26,1496,170,rot,,rot,BL393,3
C,12,26,1881,316,satisfaction,,satisfaction,BL393,-2
C,12,26,1503,178,scent,,scent,BL393,0
C,12,26,880,181,screeching,,screeching,BL393,2
C,12,26,1884,NA,situation,,situation,BL393,2
C,12,26,897,191,slimy,,slimy,BL393,2
C,12,26,1583,NA,snore,,snore,BL393,5
C,12,26,1314,283,solve,,solve,BL393,-2
C,12,26,913,NA,sour,,sour,BL393,-1
C,12,26,1890,NA,supply,,supply,BL393,0
C,12,26,1898,NA,unit,,unit,BL393,1
C,12,26,1760,NA,wrong,,wrong,BL393,1
A,2,26,1473,144,must,(as in smell),must(as in smell),BL394,2
A,2,26,759,109,herby,(related to herbs),herby(related to herbs),BL394,0
A,2,26,593,NA,abrasive,,abrasive,BL394,0
A,2,26,1762,NA,advice,,advice,BL394,0
A,2,26,1166,17,blood,,blood,BL394,0
A,2,26,1375,18,blotch,,blotch,BL394,1
A,2,26,1379,22,branch,,branch,BL394,0
A,2,26,1933,291,curious,,curious,BL394,0
A,2,26,1348,NA,divine,,divine,BL394,0
A,2,26,1199,85,freeze,,freeze,BL394,3
A,2,26,734,90,giggling,,giggling,BL394,2
A,2,26,753,105,grubby,,grubby,BL394,0
A,2,26,1358,NA,hope,,hope,BL394,0
A,2,26,1706,NA,missile,,missile,BL394,2
A,2,26,1463,134,motion,,motion,BL394,0
A,2,26,1707,NA,muscle,,muscle,BL394,0
A,2,26,1843,NA,note,,note,BL394,-2
A,2,26,833,154,perfumed,,perfumed,BL394,0
A,2,26,1484,156,pop,,pop,BL394,5
A,2,26,1014,NA,proper,,proper,BL394,0
A,2,26,873,176,savory,,savory,BL394,0
A,2,26,915,202,speckled,,speckled,BL394,2
A,2,26,1532,215,sweat,,sweat,BL394,-1
A,2,26,941,NA,tall,,tall,BL394,-3
A,2,26,1541,227,wail,,wail,BL394,0
A,2,26,1548,234,whistle,,whistle,BL394,3
C,30,25,612,13,beery,(related to beer),beery(related to beer),BL395,0
C,30,25,617,NA,bland,,bland,BL395,4
C,30,25,1166,17,blood,,blood,BL395,0
C,30,25,644,32,buttery,,buttery,BL395,-2
C,30,25,656,NA,clammy,,clammy,BL395,2
C,30,25,1393,44,cloy,,cloy,BL395,4
C,30,25,1122,NA,demon,,demon,BL395,1
C,30,25,1676,269,form,,form,BL395,0
C,30,25,1425,89,garlic,,garlic,BL395,0
C,30,25,1615,248,grind,,grind,BL395,4
C,30,25,1044,NA,interview,,interview,BL395,0
C,30,25,786,NA,lukewarm,,lukewarm,BL395,0
C,30,25,1836,303,majority,,majority,BL395,0
C,30,25,1841,NA,music,,music,BL395,2
C,30,25,1076,NA,nightmare,,nightmare,BL395,0
C,30,25,1943,306,oppose,,oppose,BL395,2
C,30,25,835,NA,pink,,pink,BL395,0
C,30,25,1330,NA,redeem,,redeem,BL395,0
C,30,25,884,NA,shallow,,shallow,BL395,-3
C,30,25,1883,NA,shock,,shock,BL395,2
C,30,25,924,NA,stagnant,,stagnant,BL395,0
C,30,25,1008,NA,target,,target,BL395,0
C,30,25,955,223,ticklish,,ticklish,BL395,3
C,30,25,1144,NA,two,,two,BL395,2
C,30,25,964,NA,uneven,,uneven,BL395,0
B,27,25,945,NA,tarry,(as in tar),tarry(as in tar),BL396,1
B,27,25,1362,3,adhere,,adhere,BL396,0
B,27,25,1623,NA,aim,,aim,BL396,0
B,27,25,1909,257,arrange,,arrange,BL396,0
B,27,25,629,23,breakable,,breakable,BL396,0
B,27,25,660,43,cloudy,,cloudy,BL396,1
B,27,25,1275,NA,contrary,,contrary,BL396,0
B,27,25,672,52,crashing,,crashing,BL396,3
B,27,25,1055,NA,cross,,cross,BL396,0
B,27,25,1677,269,formation,,formation,BL396,1
B,27,25,1321,NA,incest,,incest,BL396,0
B,27,25,1451,117,jingle,,jingle,BL396,3
B,27,25,782,122,lilting,,lilting,BL396,0
B,27,25,1472,143,musk,,musk,BL396,0
B,27,25,849,NA,radiant,,radiant,BL396,1
B,27,25,1204,NA,sand,,sand,BL396,0
B,27,25,1337,NA,shall,,shall,BL396,1
B,27,25,1732,281,slavery,,slavery,BL396,0
B,27,25,905,197,snorting,,snorting,BL396,4
B,27,25,1585,NA,squawk,,squawk,BL396,5
B,27,25,922,207,squeaking,,squeaking,BL396,4
B,27,25,1738,NA,student,,student,BL396,0
B,27,25,996,NA,trip,,trip,BL396,2
B,27,25,1121,NA,trouble,,trouble,BL396,0
B,27,25,1899,NA,value,,value,BL396,0
A,27,25,1909,257,arrange,,arrange,BL397,0
A,27,25,1632,NA,blame,,blame,BL397,-1
A,27,25,648,36,cheesy,,cheesy,BL397,3
A,27,25,1644,NA,concept,,concept,BL397,0
A,27,25,1343,NA,creed,,creed,BL397,-1
A,27,25,1792,NA,cure,,cure,BL397,0
A,27,25,1411,64,dazzle,,dazzle,BL397,4
A,27,25,1418,77,flavor,,flavor,BL397,0
A,27,25,741,97,glowing,,glowing,BL397,2
A,27,25,1435,99,grain,,grain,BL397,0
A,27,25,749,102,gritty,,gritty,BL397,4
A,27,25,755,107,hairy,,hairy,BL397,2
A,27,25,757,NA,harsh,,harsh,BL397,4
A,27,25,994,NA,jail,,jail,BL397,0
A,27,25,1697,NA,load,,load,BL397,-1
A,27,25,989,NA,machine,,machine,BL397,0
A,27,25,820,146,nutty,,nutty,BL397,2
A,27,25,1486,158,puff,,puff,BL397,4
A,27,25,844,NA,pungent,,pungent,BL397,2
A,27,25,1196,NA,sew,,sew,BL397,-1
A,27,25,1512,188,shriek,,shriek,BL397,3
A,27,25,1016,195,smoke,,smoke,BL397,2
A,27,25,1259,NA,strangle,,strangle,BL397,3
A,27,25,1587,NA,thrash,,thrash,BL397,4
A,27,25,974,NA,weak,,weak,BL397,-1
A,41,25,1811,NA,firm,(as in a law firm),firm(as in a law firm),BL398,-2
A,41,25,615,14,biscuity,(related to biscuits),biscuity(related to biscuits),BL398,-4
A,41,25,1768,NA,attempt,,attempt,BL398,3
A,41,25,1769,NA,background,,background,BL398,0
A,41,25,1050,NA,champagne,,champagne,BL398,-5
A,41,25,1597,243,chirping,,chirping,BL398,3
A,41,25,1043,NA,county,,county,BL398,-3
A,41,25,1409,62,curve,,curve,BL398,-2
A,41,25,1804,293,engagement,,engagement,BL398,1
A,41,25,705,NA,faint,,faint,BL398,-2
A,41,25,724,84,forked,,forked,BL398,0
A,41,25,1021,NA,future,,future,BL398,0
A,41,25,750,103,groaning,,groaning,BL398,1
A,41,25,1183,301,know,,know,BL398,-2
A,41,25,1701,NA,master,,master,BL398,0
A,41,25,821,147,odorous,,odorous,BL398,-4
A,41,25,1870,NA,question,,question,BL398,-3
A,41,25,1579,NA,slit,,slit,BL398,0
A,41,25,1515,193,slush,,slush,BL398,2
A,41,25,1518,200,sound,,sound,BL398,3
A,41,25,1892,NA,tax,,tax,BL398,-1
A,41,25,1743,NA,text,,text,BL398,1
A,41,25,1000,NA,week,,week,BL398,1
A,41,25,1549,235,wisp,,wisp,BL398,0
A,41,25,1023,NA,young,,young,BL398,2
A,15,25,958,225,tinkling,(as in sound),tinkling(as in sound),BL399,1
A,15,25,1908,256,administer,,administer,BL399,0
A,15,25,1635,NA,business,,business,BL399,-1
A,15,25,1636,310,call,,call,BL399,0
A,15,25,1784,289,confidence,,confidence,BL399,0
A,15,25,673,53,creaking,,creaking,BL399,3
A,15,25,1662,NA,emotion,,emotion,BL399,0
A,15,25,711,75,fishy,,fishy,BL399,0
A,15,25,720,82,fluffy,,fluffy,BL399,4
A,15,25,1685,270,impression,,impression,BL399,-1
A,15,25,1688,NA,income,,income,BL399,0
A,15,25,794,128,melted,,melted,BL399,0
A,15,25,808,NA,muggy,,muggy,BL399,4
A,15,25,1354,NA,psyche,,psyche,BL399,-1
A,15,25,858,166,rhythmic,,rhythmic,BL399,-1
A,15,25,1210,NA,road,,road,BL399,0
A,15,25,866,NA,rough,,rough,BL399,3
A,15,25,1882,317,selection,,selection,BL399,0
A,15,25,888,187,shiny,,shiny,BL399,1
A,15,25,1165,190,skin,,skin,BL399,0
A,15,25,1516,196,snarl,,snarl,BL399,5
A,15,25,1584,NA,snout,,snout,BL399,0
A,15,25,922,207,squeaking,,squeaking,BL399,3
A,15,25,1887,NA,strain,,strain,BL399,2
A,15,25,1180,NA,vomit,,vomit,BL399,2
B,32,25,1110,NA,saw,(as in the tool),saw(as in the tool),BL4,-3
B,32,25,1396,47,cone,,cone,BL4,1
B,32,25,1674,NA,feel,,feel,BL4,3
B,32,25,1158,NA,forest,,forest,BL4,4
B,32,25,1680,NA,grade,,grade,BL4,0
B,32,25,1113,NA,grave,,grave,BL4,-2
B,32,25,754,106,gurgling,,gurgling,BL4,4
B,32,25,1685,270,impression,,impression,BL4,3
B,32,25,771,NA,insipid,,insipid,BL4,-4
B,32,25,1692,NA,instance,,instance,BL4,-3
B,32,25,1254,NA,javelin,,javelin,BL4,-2
B,32,25,822,NA,oily,,oily,BL4,1
B,32,25,1858,NA,poetry,,poetry,BL4,2
B,32,25,1333,NA,pun,,pun,BL4,-3
B,32,25,1722,278,reflection,,reflection,BL4,-2
B,32,25,1950,314,resist,,resist,BL4,4
B,32,25,1501,176,savor,,savor,BL4,0
B,32,25,1729,NA,sergeant,,sergeant,BL4,2
B,32,25,1511,187,shine,,shine,BL4,4
B,32,25,1272,NA,skedaddle,,skedaddle,BL4,-1
B,32,25,1580,NA,slurp,,slurp,BL4,3
B,32,25,915,202,speckled,,speckled,BL4,2
B,32,25,919,206,spotless,,spotless,BL4,5
B,32,25,999,NA,trunk,,trunk,BL4,0
B,32,25,1325,NA,verdict,,verdict,BL4,-1
C,40,25,1360,1,ache,,ache,BL40,2
C,40,25,611,12,beeping,,beeping,BL40,-1
C,40,25,1373,15,blare,,blare,BL40,3
C,40,25,1636,310,call,,call,BL40,-4
C,40,25,1670,NA,extreme,,extreme,BL40,-1
C,40,25,1421,80,flop,,flop,BL40,2
C,40,25,742,NA,gold,,gold,BL40,3
C,40,25,754,106,gurgling,,gurgling,BL40,1
C,40,25,763,111,honeyed,,honeyed,BL40,-2
C,40,25,1687,NA,incident,,incident,BL40,1
C,40,25,787,123,lumpy,,lumpy,BL40,3
C,40,25,1837,NA,mass,,mass,BL40,1
C,40,25,1175,NA,neck,,neck,BL40,-1
C,40,25,819,NA,noxious,,noxious,BL40,-1
C,40,25,1708,272,orderly,,orderly,BL40,2
C,40,25,1922,275,prime,,prime,BL40,1
C,40,25,1333,NA,pun,,pun,BL40,1
C,40,25,1277,NA,refute,,refute,BL40,0
C,40,25,1727,NA,route,,route,BL40,-1
C,40,25,1576,NA,sigh,,sigh,BL40,-1
C,40,25,1892,NA,tax,,tax,BL40,-1
C,40,25,1148,NA,thick,,thick,BL40,2
C,40,25,1149,NA,thin,,thin,BL40,-1
C,40,25,957,224,tingly,,tingly,BL40,1
C,40,25,1264,NA,tote,,tote,BL40,3
C,15,25,958,225,tinkling,(as in sound),tinkling(as in sound),BL400,3
C,15,25,1095,NA,avoid,,avoid,BL400,1
C,15,25,1633,NA,border,,border,BL400,-2
C,15,25,638,NA,brunette,,brunette,BL400,0
C,15,25,672,52,crashing,,crashing,BL400,3
C,15,25,1794,NA,customer,,customer,BL400,0
C,15,25,1652,262,development,,development,BL400,-2
C,15,25,1064,NA,expect,,expect,BL400,-3
C,15,25,1419,78,flesh,,flesh,BL400,1
C,15,25,1432,96,gloss,,gloss,BL400,1
C,15,25,1108,NA,hell,,hell,BL400,-1
C,15,25,1445,111,honey,,honey,BL400,-2
C,15,25,1688,NA,income,,income,BL400,-3
C,15,25,1822,298,invention,,invention,BL400,0
C,15,25,779,302,laughing,,laughing,BL400,-1
C,15,25,1462,133,mold,,mold,BL400,-1
C,15,25,1075,NA,murder,,murder,BL400,-2
C,15,25,1470,141,mush,,mush,BL400,2
C,15,25,1571,252,roar,,roar,BL400,3
C,15,25,1037,192,slip,,slip,BL400,2
C,15,25,935,NA,sturdy,,sturdy,BL400,1
C,15,25,1019,NA,system,,system,BL400,-2
C,15,25,1053,NA,voice,,voice,BL400,0
C,15,25,1079,NA,weapon,,weapon,BL400,0
C,15,25,1231,NA,wicker,,wicker,BL400,-2
C,10,26,1311,NA,abide,,abide,BL401,3
C,10,26,1907,255,add,,add,BL401,-3
C,10,26,598,3,adhesive,,adhesive,BL401,4
C,10,26,618,15,blaring,,blaring,BL401,2
C,10,26,620,NA,blonde,,blonde,BL401,-3
C,10,26,630,24,breezy,,breezy,BL401,4
C,10,26,1087,NA,cancer,,cancer,BL401,0
C,10,26,668,49,cooing,,cooing,BL401,1
C,10,26,1914,264,distinct,,distinct,BL401,3
C,10,26,1601,NA,fetid,,fetid,BL401,-3
C,10,26,1417,76,flake,,flake,BL401,-2
C,10,26,1564,NA,glint,,glint,BL401,0
C,10,26,1455,123,lump,,lump,BL401,-5
C,10,26,1141,NA,many,,many,BL401,4
C,10,26,1702,NA,mate,,mate,BL401,-3
C,10,26,797,NA,mild,,mild,BL401,-2
C,10,26,1704,NA,minute,,minute,BL401,1
C,10,26,1860,308,pressure,,pressure,BL401,3
C,10,26,1498,172,rumble,,rumble,BL401,1
C,10,26,885,NA,sharp,,sharp,BL401,2
C,10,26,1885,NA,skirt,,skirt,BL401,-1
C,10,26,1926,281,slave,,slave,BL401,-4
C,10,26,899,193,slushy,,slushy,BL401,4
C,10,26,1521,203,spice,,spice,BL401,2
C,10,26,938,NA,sweet,,sweet,BL401,1
C,10,26,1899,NA,value,,value,BL401,1
D,32,25,1830,NA,lead,(as in metal),lead(as in metal),BL402,1
D,32,25,1620,255,addition,,addition,BL402,3
D,32,25,1166,17,blood,,blood,BL402,-2
D,32,25,1641,259,closer,,closer,BL402,1
D,32,25,1275,NA,contrary,,contrary,BL402,0
D,32,25,1055,NA,cross,,cross,BL402,0
D,32,25,1798,NA,desk,,desk,BL402,0
D,32,25,701,70,eggy,,eggy,BL402,3
D,32,25,1605,250,humming,,humming,BL402,3
D,32,25,1151,NA,husband,,husband,BL402,0
D,32,25,1301,NA,ominous,,ominous,BL402,-2
D,32,25,1708,272,orderly,,orderly,BL402,1
D,32,25,1720,277,proportion,,proportion,BL402,2
D,32,25,1870,NA,question,,question,BL402,0
D,32,25,881,182,searing,,searing,BL402,-1
D,32,25,1953,317,select,,select,BL402,-1
D,32,25,888,187,shiny,,shiny,BL402,2
D,32,25,923,208,squealing,,squealing,BL402,2
D,32,25,1531,214,stripe,,stripe,BL402,0
D,32,25,1536,221,thump,,thump,BL402,-2
D,32,25,1538,224,tingle,,tingle,BL402,-3
D,32,25,1898,NA,unit,,unit,BL402,0
D,32,25,1099,NA,victim,,victim,BL402,0
D,32,25,1542,228,warble,,warble,BL402,-1
D,32,25,1759,NA,worker,,worker,BL402,2
A,20,25,874,177,scaly,(of a fish),scaly(of a fish),BL403,3
A,20,25,1386,34,caramel,,caramel,BL403,1
A,20,25,1779,NA,century,,century,BL403,-1
A,20,25,1780,NA,chart,,chart,BL403,-2
A,20,25,1191,NA,come,,come,BL403,2
A,20,25,1122,NA,demon,,demon,BL403,0
A,20,25,1802,NA,effect,,effect,BL403,1
A,20,25,1674,NA,feel,,feel,BL403,2
A,20,25,1142,NA,few,,few,BL403,4
A,20,25,712,76,flaky,,flaky,BL403,2
A,20,25,1198,NA,flow,,flow,BL403,2
A,20,25,1437,102,grit,,grit,BL403,3
A,20,25,1438,103,groan,,groan,BL403,5
A,20,25,1939,298,invent,,invent,BL403,0
A,20,25,1694,NA,junior,,junior,BL403,-1
A,20,25,777,NA,khaki,,khaki,BL403,-2
A,20,25,1230,NA,knuckle,,knuckle,BL403,0
A,20,25,816,NA,mute,,mute,BL403,3
A,20,25,1480,152,peach,,peach,BL403,-2
A,20,25,1945,308,press,,press,BL403,1
A,20,25,1948,312,reduce,,reduce,BL403,3
A,20,25,1722,278,reflection,,reflection,BL403,1
A,20,25,882,184,shadowy,,shadowy,BL403,2
A,20,25,902,195,smoky,,smoky,BL403,0
A,20,25,1081,NA,warrant,,warrant,BL403,1
D,43,25,1367,8,ash,,ash,BL404,3
D,43,25,1353,NA,bliss,,bliss,BL404,3
D,43,25,1057,NA,body,,body,BL404,0
D,43,25,1382,26,bristle,,bristle,BL404,-2
D,43,25,1384,31,burst,,burst,BL404,5
D,43,25,684,62,curved,,curved,BL404,4
D,43,25,1817,NA,harmony,,harmony,BL404,5
D,43,25,1702,NA,mate,,mate,BL404,2
D,43,25,1942,304,meet,,meet,BL404,0
D,43,25,1842,NA,myth,,myth,BL404,-2
D,43,25,1292,NA,nifty,,nifty,BL404,3
D,43,25,824,NA,orange,,orange,BL404,-3
D,43,25,1709,273,permission,,permission,BL404,-2
D,43,25,1852,NA,philosophy,,philosophy,BL404,1
D,43,25,855,164,reeking,,reeking,BL404,4
D,43,25,1575,NA,scurry,,scurry,BL404,3
D,43,25,886,NA,sheer,,sheer,BL404,4
D,43,25,897,191,slimy,,slimy,BL404,4
D,43,25,916,203,spicy,,spicy,BL404,1
D,43,25,921,NA,square,,square,BL404,-2
D,43,25,928,210,stinging,,stinging,BL404,5
D,43,25,1739,NA,substitute,,substitute,BL404,-4
D,43,25,1745,NA,theory,,theory,BL404,-4
D,43,25,1540,226,vinegar,,vinegar,BL404,0
D,43,25,969,NA,vivid,,vivid,BL404,1
B,8,26,1041,NA,band,(as in rubber band),band(as in rubber band),BL405,0
B,8,26,1761,NA,admission,,admission,BL405,0
B,8,26,1624,NA,air,,air,BL405,0
B,8,26,1173,NA,belly,,belly,BL405,0
B,8,26,1166,17,blood,,blood,BL405,-1
B,8,26,1386,34,caramel,,caramel,BL405,1
B,8,26,656,NA,clammy,,clammy,BL405,0
B,8,26,678,NA,crisp,,crisp,BL405,3
B,8,26,1122,NA,demon,,demon,BL405,0
B,8,26,696,NA,dry,,dry,BL405,2
B,8,26,1810,NA,fence,,fence,BL405,0
B,8,26,1562,NA,flirt,,flirt,BL405,2
B,8,26,1197,NA,float,,float,BL405,0
B,8,26,1167,NA,horn,,horn,BL405,2
B,8,26,1203,NA,lake,,lake,BL405,0
B,8,26,1256,NA,newt,,newt,BL405,0
B,8,26,1339,NA,noble,,noble,BL405,2
B,8,26,827,148,painful,,painful,BL405,0
B,8,26,1851,NA,pat,,pat,BL405,2
B,8,26,1089,NA,schedule,,schedule,BL405,-1
B,8,26,1522,204,spike,,spike,BL405,3
B,8,26,1257,NA,suite,,suite,BL405,1
B,8,26,950,NA,tepid,,tepid,BL405,-1
B,8,26,1536,221,thump,,thump,BL405,4
B,8,26,961,NA,transparent,,transparent,BL405,-1
B,8,26,1548,234,whistle,,whistle,BL405,-2
B,15,25,1786,NA,content,(as in stuff),content(as in stuff),BL406,1
B,15,25,1370,12,beep,,beep,BL406,3
B,15,25,630,24,breezy,,breezy,BL406,2
B,15,25,637,NA,bronze,,bronze,BL406,1
B,15,25,1776,NA,cash,,cash,BL406,0
B,15,25,1559,NA,clunk,,clunk,BL406,2
B,15,25,1326,NA,confuse,,confuse,BL406,1
B,15,25,692,NA,delicious,,delicious,BL406,-3
B,15,25,1653,263,direction,,direction,BL406,0
B,15,25,702,NA,elastic,,elastic,BL406,0
B,15,25,1169,NA,feather,,feather,BL406,1
B,15,25,1417,76,flake,,flake,BL406,1
B,15,25,1429,93,glisten,,glisten,BL406,1
B,15,25,758,108,hazy,,hazy,BL406,4
B,15,25,794,128,melted,,melted,BL406,2
B,15,25,820,146,nutty,,nutty,BL406,0
B,15,25,828,150,palatable,,palatable,BL406,0
B,15,25,835,NA,pink,,pink,BL406,-2
B,15,25,1188,179,scratch,,scratch,BL406,4
B,15,25,907,NA,sodden,,sodden,BL406,-2
B,15,25,1529,212,storm,,storm,BL406,1
B,15,25,1232,NA,sword,,sword,BL406,2
B,15,25,1743,NA,text,,text,BL406,2
B,15,25,952,220,thudding,,thudding,BL406,3
B,15,25,1296,NA,verge,,verge,BL406,2
C,48,25,602,6,angular,,angular,BL407,-3
C,48,25,641,30,burning,,burning,BL407,1
C,48,25,643,31,bursting,,bursting,BL407,2
C,48,25,1558,NA,clip,,clip,BL407,5
C,48,25,1641,259,closer,,closer,BL407,0
C,48,25,1191,NA,come,,come,BL407,0
C,48,25,1787,NA,cotton,,cotton,BL407,0
C,48,25,1788,NA,council,,council,BL407,0
C,48,25,1080,58,crowd,,crowd,BL407,-4
C,48,25,1039,246,dirt,,dirt,BL407,0
C,48,25,1810,NA,fence,,fence,BL407,1
C,48,25,712,76,flaky,,flaky,BL407,1
C,48,25,777,NA,khaki,,khaki,BL407,0
C,48,25,1831,NA,level,,level,BL407,2
C,48,25,799,130,minty,,minty,BL407,0
C,48,25,1474,145,mutter,,mutter,BL407,2
C,48,25,827,148,painful,,painful,BL407,0
C,48,25,1271,NA,plausible,,plausible,BL407,0
C,48,25,1484,156,pop,,pop,BL407,5
C,48,25,843,159,pulsing,,pulsing,BL407,4
C,48,25,1871,NA,quick,,quick,BL407,5
C,48,25,870,174,rustling,,rustling,BL407,3
C,48,25,915,202,speckled,,speckled,BL407,4
C,48,25,1003,NA,teach,,teach,BL407,0
C,48,25,1201,NA,water,,water,BL407,2
B,44,25,1046,NA,punch,(as in hit),punch(as in hit),BL408,-1
B,44,25,1590,NA,azure,,azure,BL408,1
B,44,25,1769,NA,background,,background,BL408,2
B,44,25,1374,16,bleep,,bleep,BL408,3
B,44,25,1409,62,curve,,curve,BL408,-2
B,44,25,1652,262,development,,development,BL408,1
B,44,25,1913,263,direct,,direct,BL408,1
B,44,25,1915,265,enter,,enter,BL408,0
B,44,25,1146,NA,four,,four,BL408,0
B,44,25,734,90,giggling,,giggling,BL408,1
B,44,25,741,97,glowing,,glowing,BL408,5
B,44,25,1828,NA,landscape,,landscape,BL408,3
B,44,25,1069,NA,live,,live,BL408,1
B,44,25,1844,NA,object,,object,BL408,-2
B,44,25,1711,NA,phone,,phone,BL408,0
B,44,25,992,NA,prefer,,prefer,BL408,3
B,44,25,1922,275,prime,,prime,BL408,2
B,44,25,1277,NA,refute,,refute,BL408,0
B,44,25,1734,283,solution,,solution,BL408,-1
B,44,25,912,200,soundless,,soundless,BL408,-1
B,44,25,1519,201,sparkle,,sparkle,BL408,4
B,44,25,1244,NA,trample,,trample,BL408,3
B,44,25,1025,NA,trap,,trap,BL408,-1
B,44,25,969,NA,vivid,,vivid,BL408,3
B,44,25,1180,NA,vomit,,vomit,BL408,-4
A,18,25,625,20,booming,,booming,BL409,3
A,18,25,1594,239,braying,,braying,BL409,0
A,18,25,1096,NA,cab,,cab,BL409,-4
A,18,25,1032,NA,choose,,choose,BL409,-4
A,18,25,1392,42,clamor,,clamor,BL409,-2
A,18,25,1598,244,clanging,,clanging,BL409,-1
A,18,25,1932,290,construct,,construct,BL409,2
A,18,25,1251,NA,deal,,deal,BL409,-4
A,18,25,1668,266,excitement,,excitement,BL409,3
A,18,25,1029,NA,fight,,fight,BL409,-5
A,18,25,723,NA,foggy,,foggy,BL409,3
A,18,25,1345,NA,fuss,,fuss,BL409,4
A,18,25,1444,110,hiss,,hiss,BL409,5
A,18,25,1297,NA,limbo,,limbo,BL409,-5
A,18,25,1567,NA,mash,,mash,BL409,4
A,18,25,1221,NA,mind,,mind,BL409,1
A,18,25,832,153,peppery,,peppery,BL409,1
A,18,25,1721,NA,quality,,quality,BL409,-5
A,18,25,865,NA,rotund,,rotund,BL409,-5
A,18,25,870,174,rustling,,rustling,BL409,5
A,18,25,1618,253,sizzle,,sizzle,BL409,4
A,18,25,1037,192,slip,,slip,BL409,3
A,18,25,1737,285,stranger,,stranger,BL409,3
A,18,25,1889,NA,supper,,supper,BL409,-1
A,18,25,1758,NA,win,,win,BL409,-3
C,13,25,642,30,burnt,,burnt,BL41,4
C,13,25,1386,34,caramel,,caramel,BL41,3
C,13,25,1638,NA,center,,center,BL41,4
C,13,25,1613,244,clang,,clang,BL41,4
C,13,25,1018,NA,count,,count,BL41,4
C,13,25,1078,NA,crime,,crime,BL41,4
C,13,25,1268,NA,essence,,essence,BL41,-3
C,13,25,1174,NA,guts,,guts,BL41,0
C,13,25,1024,NA,heart,,heart,BL41,4
C,13,25,1186,NA,hunt,,hunt,BL41,4
C,13,25,1685,270,impression,,impression,BL41,3
C,13,25,1828,NA,landscape,,landscape,BL41,4
C,13,25,1465,136,mud,,mud,BL41,0
C,13,25,1466,137,muffle,,muffle,BL41,2
C,13,25,1475,146,nut,,nut,BL41,0
C,13,25,1849,307,owner,,owner,BL41,4
C,13,25,1500,174,rustle,,rustle,BL41,5
C,13,25,1880,315,safety,,safety,BL41,3
C,13,25,1574,NA,scrap,,scrap,BL41,-3
C,13,25,1520,202,speckle,,speckle,BL41,-4
C,13,25,921,NA,square,,square,BL41,3
C,13,25,932,285,strange,,strange,BL41,4
C,13,25,949,NA,tender,,tender,BL41,3
C,13,25,971,228,warbling,,warbling,BL41,-4
C,13,25,1549,235,wisp,,wisp,BL41,3
A,16,25,1954,NA,cast,"(noun, as in an arm cast)","cast(noun, as in an arm cast)",BL410,0
A,16,25,1761,NA,admission,,admission,BL410,0
A,16,25,1766,NA,aspect,,aspect,BL410,0
A,16,25,632,NA,brilliant,,brilliant,BL410,0
A,16,25,1638,NA,center,,center,BL410,0
A,16,25,1781,NA,claim,,claim,BL410,0
A,16,25,1415,72,fever,,fever,BL410,0
A,16,25,1561,NA,fling,,fling,BL410,3
A,16,25,1047,NA,follow,,follow,BL410,0
A,16,25,1813,NA,giant,,giant,BL410,0
A,16,25,1615,248,grind,,grind,BL410,1
A,16,25,751,NA,grotesque,,grotesque,BL410,1
A,16,25,1235,NA,illicit,,illicit,BL410,1
A,16,25,1450,116,jam,,jam,BL410,0
A,16,25,1175,NA,neck,,neck,BL410,0
A,16,25,1708,272,orderly,,orderly,BL410,0
A,16,25,990,NA,rush,,rush,BL410,0
A,16,25,876,NA,scentless,,scentless,BL410,0
A,16,25,1575,NA,scurry,,scurry,BL410,4
A,16,25,899,193,slushy,,slushy,BL410,2
A,16,25,1091,NA,split,,split,BL410,0
A,16,25,940,216,swinging,,swinging,BL410,0
A,16,25,1244,NA,trample,,trample,BL410,3
A,16,25,1899,NA,value,,value,BL410,0
A,16,25,978,232,whining,,whining,BL410,1
D,22,25,1038,NA,coast,(as in shoreline),coast(as in shoreline),BL411,0
D,22,25,815,144,musty,(as in smell),musty(as in smell),BL411,4
D,22,25,991,NA,case,,case,BL411,0
D,22,25,1776,NA,cash,,cash,BL411,0
D,22,25,1556,NA,clash,,clash,BL411,4
D,22,25,1795,NA,defeat,,defeat,BL411,0
D,22,25,1802,NA,effect,,effect,BL411,0
D,22,25,1313,NA,extra,,extra,BL411,-3
D,22,25,1051,NA,file,,file,BL411,0
D,22,25,1438,103,groan,,groan,BL411,5
D,22,25,1282,NA,guild,,guild,BL411,0
D,22,25,770,NA,immense,,immense,BL411,3
D,22,25,793,127,melodious,,melodious,BL411,2
D,22,25,1458,128,melt,,melt,BL411,0
D,22,25,1922,275,prime,,prime,BL411,0
D,22,25,1070,NA,prize,,prize,BL411,0
D,22,25,1733,282,socialist,,socialist,BL411,0
D,22,25,1026,NA,strength,,strength,BL411,3
D,22,25,1114,NA,strike,,strike,BL411,4
D,22,25,1120,NA,suck,,suck,BL411,-1
D,22,25,1891,NA,suspicion,,suspicion,BL411,0
D,22,25,944,218,tapering,,tapering,BL411,-1
D,22,25,1587,NA,thrash,,thrash,BL411,2
D,22,25,1896,NA,trust,,trust,BL411,0
D,22,25,979,233,whispering,,whispering,BL411,4
C,8,26,1115,NA,wound,(as in injury),wound(as in injury),BL412,4
C,8,26,874,177,scaly,(of a fish),scaly(of a fish),BL412,2
